parking_transaction_rows,parking_price_valid,parking_price_valid_rate,parking_size_valid,parking_size_valid_rate,both_valid,both_valid_rate
1333136,670112,0.5026583934422294,963984,0.7230950180626733,636569,0.4774974196181035
